	2012-11-07 04:51:02	Super Mario Bros. / Duck Hunt (Nintendo, 1988) USED NES CLASSIC GAMES FUN http://t.co/2WNvFaEU
nes_watcher	2012-10-31 12:50:04	ORIGINAL NES NINTENDO GAME &quot;WIZARDS &amp; WARRIORS&quot; GREAT GAME....... http://t.co/mMOQuNB0
nes_watcher	2012-10-26 08:12:05	Nintendo OFFICIAL NES Game Dust Sleeve Cover http://t.co/3nvjIhZ2
nes_watcher	2012-10-29 17:00:03	▄▀▄▀▄▀▄★ SOCCER Nintendo NES Game VINTAGE CLASSIC NTSC ★▄▀▄▀▄▀▄ http://t.co/eBXvGCGc
nes_watcher	2012-11-01 20:04:04	FLYING DRAGON *NEAR MINT* NES NINTENDO COMPLETE*** http://t.co/fpVtO1Ps
nes_watcher	2012-10-25 22:31:04	Adventures of Dino Riki for Nintendo NES http://t.co/Yw4O8hsg
nes_watcher	2012-10-30 13:07:21	Kid Icarus (Nintendo, 1987) Nes Nintendo http://t.co/PVuHSBuO
nes_watcher	2012-10-31 17:25:07	NEW NINTENDO NES GAME CONTROLLER W/30 DAY GUARANTEE http://t.co/siQYRkpA
nes_watcher	2012-11-06 11:52:36	NES Dragon Warrior Game - Includes Manual - Works Great!! http://t.co/IEiKKgQb
nes_watcher	2012-10-26 07:05:17	Silent Service - 1989 Nintendo (NES) Video Game http://t.co/4E3HWmOQ
nes_watcher	2012-11-16 01:03:02	Amagon (Nintendo) NES Game Only http://t.co/ab5LintQ
nes_watcher	2012-11-02 16:33:29	Spiritual Warfare Nintendo NES Video Game Cartridge http://t.co/cJG8Gb2w
nes_watcher	2012-10-29 16:27:04	NES Super Mario Bros. 3 Nintendo Console Game http://t.co/rGldIaQh
nes_watcher	2012-11-07 17:42:02	NEW NINTENDO NES GAME CONTROLLER W/30 DAY GUARANTEE http://t.co/og1bUEfs
nes_watcher	2012-11-12 19:42:17	Nintendo NES -Golf-complete in box- combine shipping http://t.co/QGnJDoEu
nes_watcher	2012-11-04 17:40:03	SUPER MARIO BROS. - NES Original Nintendo Game - RARE http://t.co/MLTVQnaH
nes_watcher	2012-11-06 13:33:02	Power Punch 2 NES Nintendo With Rare Original Box http://t.co/tUSp9Eq2
nes_watcher	2012-11-05 17:56:32	DRAGON WARRIOR 3 III - NES, Nintendo Game http://t.co/svzcF9ij
nes_watcher	2012-10-29 21:01:33	Shadow of the Ninja (Nintendo, 1991) - Rare NES game http://t.co/12IDwUVw
nes_watcher	2012-11-07 13:52:32	THE GUARDIAN LEGEND for Nintendo NES- Tested and cleaned! http://t.co/42oOzIiL
nes_watcher	2012-10-25 11:15:34	FINAL FANTASY NES GAME http://t.co/XfcA1h2v #NES
nes_watcher	2012-11-09 12:03:33	Nintendo NES Ninja Gaiden Game 1985 http://t.co/uqtUzmau
nes_watcher	2012-10-26 02:26:03	Menace Beach (NES Nintendo, 1990) No Reserve http://t.co/yWbTKbEJ
nes_watcher	2012-10-31 08:41:34	Skull &amp; Crossbones for the NES Nintendo _ Game &amp; Case http://t.co/cnKhZ1If
nes_watcher	2012-11-06 16:25:19	Dr. Mario (Nintendo, 1990) NES game fun. http://t.co/JIljUiaY
nes_watcher	2012-10-28 21:44:18	NES Nintendo Entertainment System game Mike Tyson Punch Out !! http://t.co/TBbQP9LU
nes_watcher	2012-11-04 18:15:17	SUPER MARIO BROS. NINTENDO NES VIDEO GAME TESTED WORKS http://t.co/zPyZLDHX
nes_watcher	2012-11-17 21:36:32	DRAGON WARRIOR III - Nintendo NES @ 1991 Video GAME http://t.co/IgWg9nFY
nes_watcher	2012-11-03 20:19:18	Dr. Mario Classic NES Series (Game Boy Advance) Complete http://t.co/hfE2qxI8
nes_watcher	2012-11-11 03:57:32	Nintendo NES Play Action Football Game Cartridge!! http://t.co/1VoTW0OW
nes_watcher	2012-11-21 08:37:34	Retro Duo NES/SNES game console http://t.co/QqJaZWSX
nes_watcher	2012-11-08 23:33:02	Super Off Road Nintendo Game NES with Directions and Case http://t.co/39ntrycj
nes_watcher	2012-11-15 21:25:02	Bugs Bunny Crazy Castle NES Nintendo game http://t.co/uXp6e4DM
nes_watcher	2012-11-16 08:38:17	20 CLASSIC NES GAME PINBACK BUTTONS http://t.co/QPVkEF5E
nes_watcher	2012-11-03 02:37:12	Nintendo OFFICIAL NES Game Dust Sleeve Cover http://t.co/Vl4Igsx4
nes_watcher	2012-10-26 18:53:05	Super Mario 3 Nintendo NES Video Game Cartridge http://t.co/j7jxCkjW
nes_watcher	2012-11-21 00:49:03	The Three Stooges NES Nintendo (Game Cartridge Only) http://t.co/LgWfIBmu
nes_watcher	2012-11-04 05:59:18	DOUBLE DRIBBLE - (Video Game for Nintendo NES) Working! http://t.co/Ut3ZFAqL
nes_watcher	2012-11-20 02:49:02	NES Nintendo GUN.SMOKE GunSmoke Great Game !!! http://t.co/15LkSyJk
nes_watcher	2012-10-22 16:49:16	NES Nintendo GOLF Game http://t.co/9gyBUGpk #NES
nes_watcher	2012-10-28 23:36:16	NES NINTENDO GAME *SUPER MARIO BROS. 2 L@@K TESTED http://t.co/go97NoZ4
nes_watcher	2012-11-03 13:36:04	Nes Nintendo Game Zelda II The Adventure Of Link http://t.co/kDVqN1bU
nes_watcher	2012-10-27 15:58:33	Nes Nintendo Game Zelda II The Adventure Of Link http://t.co/IDzlmdrw
nes_watcher	2012-11-14 22:56:38	The Black Bass- Fun Classic NES Nintendo Game Original Video Game http://t.co/P9dU31GJ
nes_watcher	2012-11-11 14:57:31	Super Mario Bros. 2 (Nintendo, 1988) RARE NES http://t.co/kD6Dg1WX
nes_watcher	2012-11-09 19:21:16	NES Metroid (Nintendo, 1986) Nintendo http://t.co/bpL4Qvss
nes_watcher	2012-11-06 01:54:02	Contra Force (Nintendo, 1992) NES Complete in Box http://t.co/WbbhKsT7
nes_watcher	2012-10-31 10:54:40	ORIGINAL NINTENDO NES GAME &quot;RAD RACER&quot; GREAT GAME http://t.co/4jDzfQfW
nes_watcher	2012-10-28 07:23:03	Nintendo nes fire n ice fire and ice rare hot http://t.co/e6Fan9bH
nes_watcher	2012-10-30 04:37:02	Power Punch 2 II (Nintendo) NES video game FREE SHIPPING http://t.co/v2EXHSuy
nes_watcher	2012-11-12 23:02:06	NES Legend of Zelda game &amp; instruction booklet http://t.co/zUlUMb05
nes_watcher	2012-11-07 09:58:02	Goal - Soccer - Nintendo Game cartridge - Original NES http://t.co/7icjsyaa
nes_watcher	2012-10-30 05:46:07	TURTLES II THE ARCADE GAME NES ORIGINAL NINTENDO http://t.co/PUFHa90x
nes_watcher	2012-11-01 22:51:02	Nintendo NES Tetris 2-complete in box- combine shipping http://t.co/zQE3LeyY
nes_watcher	2012-11-01 00:18:07	Nintendo NES - Banana Prince - Game Reproduction http://t.co/VnWd6WRx
nes_watcher	2012-11-07 06:53:31	Track &amp; Field (Nintendo, 1985) NES GAME IN GOOD SHAPE http://t.co/7wzy7Glu
nes_watcher	2012-11-05 06:50:17	NES Original Nintendo Entertainment System CONSOLE w/2 Games GUN http://t.co/rLIxtbx8
nes_watcher	2012-11-10 06:07:02	StarTropics (Nintendo NES, 1990) http://t.co/1HuSTgSw
nes_watcher	2012-10-26 14:57:05	nintendo nes caltron 6 in 1 http://t.co/vsC32wu4
nes_watcher	2012-11-08 07:02:24	Nintendo Mario&#39;s Time Machine NES Video Game http://t.co/BYkDXGSl
nes_watcher	2012-10-31 21:22:32	Nintendo NES Game ★★★ BUBBLE BOBBLE ★★★ Tested http://t.co/KvkLM12G
nes_watcher	2012-11-12 16:49:34	Nintendo NES M.C Kids -complete in box- combined shipping http://t.co/5y3fOuDB
nes_watcher	2012-10-27 12:27:33	ADVENTURE ISLAND II WITH INSTRUCTIONS NINTENDO NES http://t.co/sNEPUeac
nes_watcher	2012-11-13 16:12:02	Nintendo Nes TIGER-HELI helicopter game http://t.co/blsBXiN1
nes_watcher	2012-10-30 05:46:03	Double Dragon 1, 2, 3 Nintendo, 1985 NES RARE http://t.co/8YqE1Byr
nes_watcher	2012-11-16 23:20:16	NINTENDO NES GAME CONTROLLER AND SYSTEM CLEANED AND WORKING GREAT http://t.co/XrOvX6Kw
nes_watcher	2012-11-03 21:16:37	SAMURAI SHODOWN SUPER NINTENDO GAME- IN BOX!!!!! http://t.co/ck3qQF9o
nes_watcher	2012-11-07 12:12:03	Batman: The Video Game Original Nintendo NES Game Bat Man http://t.co/xVjIaITh
nes_watcher	2012-10-26 07:05:18	Al Unser Jr Turbo Racing - Nintendo (NES) Video Game http://t.co/AjQ6FkFg
nes_watcher	2012-11-05 21:23:05	Original Nintendo NES Game Willow 1989 Tested http://t.co/wKw35BRx
nes_watcher	2012-10-26 02:26:04	Indiana Jones and The Temple Of Doom Nintendo NES Box + Game http://t.co/cMZoKBa8
nes_watcher	2012-10-27 04:10:16	Nes Nintendo Game . ( EXCITEBIKE ) in Good Condition , http://t.co/k12174l4
nes_watcher	2012-10-27 20:06:18	NINTENDO NES-001 ENTERTAINMENT VIDEO GAME SYSTEM CONSOLE ONLY http://t.co/esohKifZ
nes_watcher	2012-11-03 09:47:19	Power Punch 2 NES Nintendo With Rare Original Box http://t.co/zUhIjXzA
nes_watcher	2012-10-28 22:19:36	RARE! 8-bit Nintendo NES US NTSC 75 games http://t.co/2ZBnPKXP
nes_watcher	2012-11-17 17:09:16	L@@K! CLEAR NES Plastic Game Case Holder http://t.co/Ji8Z3QE1
nes_watcher	2012-10-26 07:39:03	Nintendo OFFICIAL NES Game Dust Sleeve Cover http://t.co/NsgKErl7
nes_watcher	2012-11-17 21:04:03	NES System w/ New Pins + Nintendo Cables &amp; Game Nice http://t.co/iRSHpXvk
nes_watcher	2012-11-11 18:12:03	NINTENDO NES GAME DOUBLE DRAGON III 3 WITH DUST COVER http://t.co/DLDkm1px
nes_watcher	2012-11-10 16:00:17	NES Punch Out nintendo game Cleaned and Tested http://t.co/0VxqWUDr
nes_watcher	2012-10-26 02:26:04	Adventures of Lolo Nintendo NES Video Game Tested &amp; Works http://t.co/Dtb5pW3i
nes_watcher	2012-11-03 18:33:03	NINTENDO NES SNOW BROTHERS GAME (VERY FUN)!!!! RARE RARE http://t.co/41qjbtRU
nes_watcher	2012-11-13 03:04:02	Super Mario Bros. 3 (Nintendo, 1990) Classic NES Game http://t.co/7eoSEXvD
nes_watcher	2012-11-13 10:06:31	The Last Ninja (Nintendo) NES Game With Black Dust Sleeve http://t.co/2mzKs58D
nes_watcher	2012-11-10 04:59:36	MEGA MAN 2 NES NINTENDO GAME clean and in good condition http://t.co/8Tr7OnEH
nes_watcher	2012-10-29 18:42:05	Original Sealed Golf NES Game (Nintendo, 1986) http://t.co/edm6yYyy
nes_watcher	2012-11-14 18:59:32	DICK TRACY - ORIGINAL NINTENDO NES VIDEO GAME CARTRIDGE http://t.co/0ll74pLi
nes_watcher	2012-11-09 14:19:49	NEW NINTENDO NES GAME CONTROLLER x 2 W/30 DAY GUARANTEE http://t.co/lxkGqJPX
nes_watcher	2012-11-04 05:26:32	SUPER MARIO BROS. 3 - (Video Game for Nintendo NES) - Plays Great! http://t.co/H2Tshw9g
nes_watcher	2012-10-31 07:24:17	Kung Fu Nintendo NES Game with Sleeve http://t.co/EDymknDK
nes_watcher	2012-11-09 01:12:03	Nintendo NES - Mario Rebirth - A Whole New Mario Bros Game! http://t.co/EO2jbLDx
nes_watcher	2012-10-30 15:56:05	KID KLOWN nes nintendo in Night Mayor World http://t.co/tZTR2BYQ
nes_watcher	2012-11-17 02:05:06	King of Kings (Nintendo, 1991) game NES RARE http://t.co/kXRD0kOy
nes_watcher	2012-11-09 17:42:21	Kid Klown NES Rare Game Nintendo http://t.co/RaUSXK1Q
nes_watcher	2012-11-06 18:10:17	Kid Klown NES Rare Game Nintendo http://t.co/X0HOQEue
nes_watcher	2012-11-02 22:35:02	Zelda II: The Adventure of Link NES (Nintendo, 1988) http://t.co/7uDg7HnW
nes_watcher	2012-10-29 22:19:34	▄▀▄▀▄▀▄★ TOM &amp; JERRY ULTIMATE CAT &amp; MOUSE NINTENDO NES Game RARE ★▄▀▄▀▄▀▄ http://t.co/Qs4WXfED
nes_watcher	2012-11-03 21:49:32	ZELDA II THE ADVENTURE OF LINK GOLD NINTENDO NES http://t.co/ybvKK10f
nes_watcher	2012-11-16 21:33:33	Dance Aerobics Power Pad Original Nintendo NES Game http://t.co/NEX2wA0y
nes_watcher	2012-11-16 11:23:32	NES NINTENDO GAME PICTIONARY RARE HARD TO FIND http://t.co/yXD1Lr6p
nes_watcher	2012-11-09 03:26:32	Blaster Master (Nintendo, 1988) RARE NES GAME http://t.co/hEOjepvP
nes_watcher	2012-11-20 07:39:31	Yo! Noid Nintendo NES Game Cartridge http://t.co/I3PdWYKQ
nes_watcher	2012-11-08 11:22:02	Skull &amp; Crossbones for the NES Nintendo _ Game &amp; Case http://t.co/akEPu5RR
nes_watcher	2012-11-09 09:15:33	METROID NES Nintendo Complete CIB http://t.co/fAD7AVyV
nes_watcher	2012-10-26 01:53:08	Mega Man 6 (Nintendo, NES) Brand New - Factory Sealed http://t.co/MO4xKivm
nes_watcher	2012-10-28 22:59:35	NES Nintendo Entertainment System game Mega Man 6 with soft case http://t.co/fbxS66pR
nes_watcher	2012-10-27 18:52:33	Double Dragon II: The Revenge - Original Nintendo NES Game http://t.co/rNY1kDTr
nes_watcher	2012-10-26 08:12:05	Nintendo OFFICIAL NES Game Dust Sleeve Cover http://t.co/oYj8sXG4
nes_watcher	2012-11-02 20:55:42	F-15 Strike Eagle Original Nintendo NES Game Flying http://t.co/LnRlaMWc
nes_watcher	2012-11-04 01:07:32	Dragon Power Complete in Box CIB Nintendo NES http://t.co/JCYiVvxc
nes_watcher	2012-10-26 03:32:18	Mendel Palace (Nintendo, 1989) nes game http://t.co/gck3jNMu
nes_watcher	2012-10-31 06:50:17	TO THE EARTH NES Nintendo Game System Cleaned and Tested http://t.co/4umSK41t
nes_watcher	2012-11-03 22:54:06	KIRBY&#39;S ADVENTURE NINTENDO NES http://t.co/haHfZiwD
nes_watcher	2012-11-07 15:25:18	NIGHTSHADE for Nintendo NES - Game Only in Good Condition http://t.co/66T426wl
nes_watcher	2012-10-30 01:05:33	Super Mario Bros. 2 (Nintendo, 1988) NES Super Mario 2 http://t.co/tNJOBnWk
nes_watcher	2012-10-28 22:59:32	NES Nintendo Entertainment System game Mega Man 3 with soft case http://t.co/3By5OifE
nes_watcher	2012-11-10 16:50:10	ORIGNAL NINTENDO(NES) DOUBLE DRAGON --RARE http://t.co/5KjD3x4K
nes_watcher	2012-11-05 01:05:02	Super Glove Ball (Nintendo, 1990) NES NINTENDO GAME http://t.co/kpiTzG0f
nes_watcher	2012-11-05 08:41:17	Twin Cobra (Nintendo, 1990) NES game Vintage RARE http://t.co/iTCraPrX
nes_watcher	2012-11-06 17:30:07	Donkey Kong (Arcade, 1981)nintendo,nes http://t.co/xAGurYmy
nes_watcher	2012-11-07 19:29:03	The Blues Brothers NES (Nintendo, 1992) w/ Manual http://t.co/dQ9mMxd7
nes_watcher	2012-11-06 20:48:34	NINTENDO NES YOSHIS COOKIE CARTRIDGE ONLY http://t.co/UjV54n7K
nes_watcher	2012-11-01 18:56:06	Silver Surfer NES (Nintendo, 1990) rare http://t.co/VHA774G8
nes_watcher	2012-11-19 05:44:17	Nintendo NES Game Adventure Island with Dust Cover *Classic* http://t.co/SKX4ZE8R
nes_watcher	2012-10-27 03:32:04	22 ASSORTED NINTENDO NES GAMES,SUPER MARIO, SPORTS, KIDS GAMES, http://t.co/3wZ5RQBZ
nes_watcher	2012-10-29 01:25:08	NES - Operation Wolf (Nintendo, 1989) Great light gun game!! http://t.co/FaEABFzA
nes_watcher	2012-10-31 12:10:19	ORIGINAL NES NINTENDO GAME &quot;SNAKES REVENGE&quot; RARE GAME http://t.co/nGoMogxC
nes_watcher	2012-11-10 22:21:05	The Uncanny X-Men Nintendo (NES) Video Game Tested And Working http://t.co/L0QPH4qb
nes_watcher	2012-10-26 03:32:07	Super Mario Bros. 2 (Nintendo, 1988) RARE NES http://t.co/Y02k6oYk
nes_watcher	2012-10-26 17:47:03	Double Dragon III The Sacred Stones For Nintendo NES http://t.co/T5NGtFeR
nes_watcher	2012-11-09 22:26:13	Jeopardy! Based on the Top Hit TV Game Show! for Nintendo NES http://t.co/9YQ103oo
nes_watcher	2012-10-30 00:00:07	NES GAME &quot; RAMPAGE &quot; NICE CONDITION CLEANED AND TESTED http://t.co/NErvVROK
nes_watcher	2012-11-20 03:20:16	The Legend of Zelda- Nintendo 1987 (NES) GAME http://t.co/ODOIyEmw
nes_watcher	2012-11-01 16:08:06	NES Sesame Street Countdown (Nintendo, 1994) RARE Game http://t.co/YnbrENeJ
nes_watcher	2012-10-29 16:27:06	NES Sesame Street Countdown (Nintendo, 1994) RARE Game http://t.co/iWxND5Tk
nes_watcher	2012-11-12 10:23:20	Power Punch 2 NES Nintendo With Rare Original Box http://t.co/pooGEbVL
nes_watcher	2012-11-19 16:21:03	Dr. Mario (Classic NES Series) (Nintendo Game Boy Advance, 2004) http://t.co/lZwDxC5V
nes_watcher	2012-10-28 17:00:09	Tiny Toon Adventures (Nintendo, 1991) (NES) http://t.co/UYiylXb0
nes_watcher	2012-11-17 05:16:32	Bubble Bobble Nintendo NES game hard to find http://t.co/ELOPNpww
nes_watcher	2012-10-29 19:50:05	Golf Original Nintendo NES No instructions/box Game ONLY http://t.co/7bDtfmNf
nes_watcher	2012-10-29 05:01:17	GBA Classic NES Super Mario Bros Game Only http://t.co/Ne2WbA0G
nes_watcher	2012-11-01 04:13:02	NES/Sega Genesis Dual Action 2-in-1 Video Game System http://t.co/jaCOToAY
nes_watcher	2012-11-19 16:54:02	Original Nintendo NES Game - THE LEGEND OF ZELDA Gold Cartridge http://t.co/4bvMEE5c
nes_watcher	2012-10-30 15:56:06	Nintendo NES Vegas Dream -complete in box- combine shipping http://t.co/hhfUm7DH
nes_watcher	2012-11-12 12:04:18	Nintendo NES - Back to the Future-complete in box- combine shipping http://t.co/J2FqsbmW
nes_watcher	2012-10-27 03:32:04	Metroid Nintendo NES game Complete in Box! Must See! http://t.co/COY3yPim
nes_watcher	2012-11-14 15:23:35	Game Players Magazine - 1991 - Vintage NES / SEGA Magazine http://t.co/3DQwAYoZ
nes_watcher	2012-10-29 23:25:33	Nintendo NES Super Mario Bros 3 1990 Rare Video Games http://t.co/kFRzwSIZ
nes_watcher	2012-11-11 02:14:06	ZELDA II: THE ADVENTURES OF LINK Classic NINTENDO NES GAME http://t.co/WtjcP7bY
nes_watcher	2012-11-21 09:10:02	SKATE OR DIE NINTENDO VIDEO GAME NES SKATE OR DIE http://t.co/iylUb8b5
nes_watcher	2012-11-03 16:22:12	Game Players Magazine - 1991 - Vintage NES / SEGA Magazine http://t.co/OUx29qyw
nes_watcher	2012-11-07 18:19:03	NES Nintendo Super Mario Bros. - BOX ONLY (original black label) http://t.co/M0wDfs6L
nes_watcher	2012-10-30 07:24:33	Isolated Warrior (Nintendo, 1991) original NES video game http://t.co/0QCg74YO
nes_watcher	2012-10-27 10:41:17	Donkey Kong (Arcade, 1981) Nintendo nes http://t.co/yEDw05kA
nes_watcher	2012-10-26 20:09:08	Nintendo NES Super Mario Bros. 3 Game Cartridge http://t.co/SfbNfMFP
nes_watcher	2012-11-10 18:44:36	DRAGON WARRIOR III - Nintendo NES @ 1991 Video GAME http://t.co/mHG4gP1N
nes_watcher	2012-10-24 13:28:36	Laser Invasion NES Game http://t.co/TOLXxJUt #NES
nes_watcher	2012-10-27 15:58:34	Wario Woods NES game with box, instructions http://t.co/peso6Vs0
nes_watcher	2012-11-02 08:23:18	Low G Man Complete in Box CIB Nintendo NES http://t.co/or8QsiSo
nes_watcher	2012-11-16 18:17:04	BACK TO THE FUTURE (( GAME &amp; MANUAL )) - Nintendo NES System - Marty McFly http://t.co/09zWl0md
nes_watcher	2012-11-04 20:06:03	Dr. Mario (Classic NES Series) (Nintendo Game Boy Advance, 2004) http://t.co/2rAsVzSL
nes_watcher	2012-11-08 16:22:17	Mega Man 1 for Nintendo NES Round Nintendo Seal http://t.co/2wSVdeGN
nes_watcher	2012-10-25 21:58:05	NES Game Genie GOOD COND.!! Cheap! W/ CLEANER http://t.co/T9pJFbld
nes_watcher	2012-10-26 18:53:05	Tecmo Super Bowl Nintendo NES Video Game Cartridge http://t.co/allJci8I
nes_watcher	2012-10-30 16:40:08	Nintendo NES box - Ice Hockey -complete- combined shipping http://t.co/KueNcokr
nes_watcher	2012-11-04 08:15:17	Original Nintendo NES Game Willow 1989 Tested http://t.co/886LABTr
nes_watcher	2012-10-28 08:34:17	Original Nintendo NES Game Willow 1989 Tested http://t.co/9R0JFG3q
nes_watcher	2012-11-02 07:48:32	Nintendo NES Game RAD RACER - Cartridge Only Classic! http://t.co/wKtk2ldZ
nes_watcher	2012-11-12 05:00:03	Sword Master Rare Complete (Nintendo, 1992) NES http://t.co/FtRzY6Mr
nes_watcher	2012-11-02 14:05:05	NEW NINTENDO NES GAME CONTROLLER x 2 W/30 DAY GUARANTEE http://t.co/glF1Make
nes_watcher	2012-10-28 23:36:17	Nes Nintendo Game . ( DRx Mario ) Nice Condition , http://t.co/qlMwsnLU
nes_watcher	2012-11-19 18:02:33	ADVENTURE ISLAND (( GAME &amp; MANUAL )) - Nintendo NES System - 1988 http://t.co/ctrPbvOv
nes_watcher	2012-11-11 20:53:16	SUPER MARIO BROTHERS 2 Rare NES Nintendo Game! Bros II http://t.co/D7wQKocy
nes_watcher	2012-10-28 21:44:18	NES Nintendo Entertainment System game Tecmo Super Bowl http://t.co/3FZXIXpg
nes_watcher	2012-11-20 14:56:05	Super Mario Bros. 3 (Nintendo, 1990) Classic NES Game http://t.co/bnDdPBkh
nes_watcher	2012-10-29 04:22:17	Original NES Nintendo Games WINTER GAMES &amp; MARIO BROTHERS/DUCK HUNT http://t.co/C6V0z1e4
nes_watcher	2012-11-07 03:46:17	Super Mario Bros. / Duck Hunt (Nintendo NES, 1985) http://t.co/yQfVUDbQ
nes_watcher	2012-11-15 23:19:04	THE GUARDIAN LEGEND - Nintendo NES Cart Only Game - CLASSIC! http://t.co/XpFUQmn4
nes_watcher	2012-11-15 08:08:17	NINTENDO GAME CONTROLLER NES-027 (VINTAGE 1988) http://t.co/KpHucCNb
nes_watcher	2012-10-26 08:44:17	NES/Sega Genesis Dual Action 2-in-1 Video Game System http://t.co/uN3JMUHm
nes_watcher	2012-11-05 23:05:34	+ Batman: Return of the Joker (Nintendo) NES video game FREE S&amp;H + http://t.co/oarBtevl
nes_watcher	2012-11-11 02:16:32	NES Super Mario Bros. 3 (Nintendo, 1990) GAME &amp; SLEEVE http://t.co/mR3fD9jS
nes_watcher	2012-11-08 14:45:03	The Legend of Zelda Nintendo, 1987 (NES) Nintendo http://t.co/GTW5KCZG
nes_watcher	2012-11-19 02:27:22	Vintage Metal Gear Nintendo Game, 1980&#39;s NES http://t.co/1hnx7rzZ
nes_watcher	2012-10-31 12:17:33	COMMANDO---USED NINTENDO NES GAME---NO OUTSIDE BOX---no instructions http://t.co/XPcqSvKb
nes_watcher	2012-11-08 17:27:17	Super Mario 2 II Nintendo cartridge complete in box NES game http://t.co/LQIE7uXb
nes_watcher	2012-10-28 02:11:06	Chip &#39;N Dale: Rescue Rangers (Nintendo, 1990) nes http://t.co/8kCXKCQU
nes_watcher	2012-11-07 17:46:16	Ikari Warriors NES (Nintendo, 1987) - BOX ONLY http://t.co/oNIYS2z9
nes_watcher	2012-10-27 20:38:18	Nintendo NES &quot;NOW YOU&#39;RE PLAYING WITH POWER&quot; original video game poster http://t.co/6y7NTafB
nes_watcher	2012-11-11 20:22:03	ADVENTURE ISLAND II TWO 2 ORIGINAL COMPLETE GAME NINTENDO NES http://t.co/BAEvQQkm
nes_watcher	2012-11-04 21:44:32	ADVENTURE ISLAND II TWO 2 ORIGINAL COMPLETE GAME NINTENDO NES http://t.co/Ajp1TGKg
nes_watcher	2012-11-14 02:14:17	MARIO BROS. Arcade Classic Series GAME NINTENDO NES http://t.co/am1teu8x
nes_watcher	2012-11-11 05:35:02	Nintendo NES &quot;NOW YOU&#39;RE PLAYING WITH POWER&quot; original video game poster http://t.co/sYKe6qiZ
nes_watcher	2012-11-13 22:21:04	The Legend of Zelda - Nintendo NES Game - Gold Game Cartridge http://t.co/vUMx4Chp
nes_watcher	2012-11-11 17:06:19	SUPER MARIO BROS. 1-2-3 --- Nintendo NES Games ALL 3 Games http://t.co/Vug86b87
nes_watcher	2012-10-25 01:18:03	Super Cars (Nintendo NES) http://t.co/fjomfqdV #NES
nes_watcher	2012-11-01 20:36:03	RIVER CITY RANSOM NINTENDO NES RARE GAME FREE SHIPPING http://t.co/3gp2AjgW
nes_watcher	2012-11-15 13:36:34	Monopoly (1991) for Nintendo NES Game Parker Brothers with Case http://t.co/vkR0FD6A
nes_watcher	2012-11-15 04:21:37	POLISHED LEGEND OF ZELDA NES GAME CLASSIC NINTENDO http://t.co/K09kHj2N
nes_watcher	2012-10-26 02:59:03	The Goonies II NES Nintendo Entertainment System Video Game http://t.co/IZPplTK6
nes_watcher	2012-11-01 20:04:05	NES Play Action Football (Nintendo, 1990) Game Cartridge Only http://t.co/RKfA4IOM
nes_watcher	2012-10-29 03:17:22	Nintendo NES Game Adventure Island with Dust Cover *Classic* http://t.co/xZl6EVfV
nes_watcher	2012-10-28 05:38:17	Destiny of an Emperor NES Nintendo Game W/ Box! http://t.co/A9FBFtdw
nes_watcher	2012-10-25 10:40:08	Tetris ---- Nintendo NES Game http://t.co/JQe3uwqI #NES
nes_watcher	2012-10-28 02:44:34	M.C. Kids (Nintendo, 1991) NES Video Game Cart Only. http://t.co/lNYXdmue
nes_watcher	2012-11-16 01:34:31	Zelda II: The Adventure of Link (Nintendo) NES Game Only &quot;Read Description&quot; http://t.co/tdmwO543
nes_watcher	2012-10-26 00:45:18	Zelda II 2: The Adventure of Link - Gold (Nintendo NES, 1988) http://t.co/qQJR0B2T
nes_watcher	2012-11-04 05:26:32	NINTENDO ** RIVER CITY RANSOM ** NES RARE ACTION GAME FREE SHIPPING http://t.co/NDUnrTeu
nes_watcher	2012-11-05 11:33:17	SUPER Nintendo NES GAME CONTRA III 3 THE ALIEN WARS Video Game http://t.co/xDttrD0W
nes_watcher	2012-10-26 07:39:02	Snow Brothers Nintendo NES Box Only No Reserve Very Hard To Find http://t.co/AYfD7Xa9
nes_watcher	2012-11-16 13:03:05	NES ADVANTAGE VIDEO GAME CONTROLLER NES-026 http://t.co/UzhCV7io
nes_watcher	2012-10-31 20:15:32	Donkey Kong Classics (Nintendo nes game 1988) http://t.co/txmwavWR
nes_watcher	2012-10-29 20:23:03	▄▀▄▀▄▀▄★ KING OF KINGS EARLY YEARS Nintendo NES Game RARITY 6/10 ★▄▀▄▀▄▀▄ http://t.co/MejlIcdF
nes_watcher	2012-11-10 11:39:02	Super Mario Bros. / Duck Hunt (Nintendo NES, 1985) http://t.co/afscryY6
nes_watcher	2012-10-23 02:46:17	nintendo nes system with games http://t.co/CRSVrPbF #NES
nes_watcher	2012-11-10 03:21:03	Ghost N Goblins Nes Video Game NO RESERVE !!! FREE SHIPPING !!! http://t.co/DFHSLpxo
nes_watcher	2012-11-10 02:14:02	Super Mario Bros. 2 Nintendo NES cart only good shape http://t.co/R80ZqHkN
nes_watcher	2012-11-21 17:32:07	Tengen Ms. Pac-Man NES Game. Excellent Condition! http://t.co/0NmPzPwi
nes_watcher	2012-11-08 20:48:16	Metroid (Nintendo NES, 1986) manual Only. (No Game) http://t.co/R6qFLkNb
nes_watcher	2012-10-29 07:23:26	Original Nintendo Game NES Deadly Towers 1986 Tested http://t.co/wHkk2hxu
